part_name,category,compatible_fuels,symptoms_if_broken,image_filename
Fuel Hose / Fuel Line (low pressure),Connections and hoses,gasoline;diesel;hybrid,Fuel leak;fire risk;fuel smell,fuel_hose___fuel_line_low_pressure.jpg
Fuel Hose / Fuel Line (high pressure),Connections and hoses,gasoline;diesel;hybrid,Fuel leak;high-pressure spray;fire risk,fuel_hose___fuel_line_high_pressure.jpg
Power Steering Hose (high pressure),Connections and hoses,gasoline;diesel;hybrid,Power steering fluid leak;loss of assist;whining pump,power_steering_hose_high_pressure.jpg
Power Steering Hose (return/low pressure),Connections and hoses,gasoline;diesel;hybrid,Power steering fluid leak;whining noise,power_steering_hose_return_low_pressure.jpg
Transmission Cooler Line,Connections and hoses,gasoline;diesel;hybrid,Transmission fluid leak;overheating gearbox,transmission_cooler_line.jpg
Oil Cooler Hose,Connections and hoses,gasoline;diesel;hybrid,Oil leak;oil/coolant mixing,oil_cooler_hose.jpg
Crankcase Breather Hose (PCV),Connections and hoses,gasoline;diesel;hybrid,Rough idle;excessive oil consumption;oil leaks,crankcase_breather_hose_pcv.jpg
Air Intake Hose / Snorkel,Connections and hoses,gasoline;diesel;hybrid,Air leak;rough idle;MAF sensor faults,air_intake_hose___snorkel.jpg
EGR Hose / Pipe,Connections and hoses,gasoline;diesel;hybrid,EGR system faults;rough idle;check engine light,egr_hose___pipe.jpg
AC High Pressure Hose,Connections and hoses,gasoline;diesel;hybrid;electric,Refrigerant leak;no cold air,ac_high_pressure_hose.jpg
AC Low Pressure Hose,Connections and hoses,gasoline;diesel;hybrid;electric,Refrigerant leak;poor AC performance,ac_low_pressure_hose.jpg
Coolant Bypass Hose,Connections and hoses,gasoline;diesel;hybrid,Coolant leak;poor coolant flow;overheating,coolant_bypass_hose.jpg
Drain Plug Washer / Sump Washer,Connections and hoses,gasoline;diesel;hybrid,Oil leak at drain plug;improper seal,drain_plug_washer___sump_washer.jpg
Hose Clamp,Connections and hoses,gasoline;diesel;hybrid;electric,Hose slipping off;coolant/boost/fuel leak,hose_clamp.jpg
Quick Connector / Push-Fit Fitting,Connections and hoses,gasoline;diesel;hybrid;electric,Fluid leak;disconnected hose under pressure,quick_connector___push-fit_fitting.jpg
Car Wax / Polish,Car care and cosmetic products,gasoline;diesel;hybrid;electric,Faded paint;unprotected clear coat;UV damage,car_wax___polish.jpg
Car Shampoo / Wash Soap,Car care and cosmetic products,gasoline;diesel;hybrid;electric,Improper cleaning;paint scratches from incorrect products,car_shampoo___wash_soap.jpg
Clay Bar,Car care and cosmetic products,gasoline;diesel;hybrid;electric,Contaminated paint surface before polishing,clay_bar.jpg
Paint Decontamination Spray (iron remover),Car care and cosmetic products,gasoline;diesel;hybrid;electric,Iron fallout and rail dust contamination on paint,paint_decontamination_spray_iron_remover.jpg
Tar and Adhesive Remover,Car care and cosmetic products,gasoline;diesel;hybrid;electric,Tar spots damaging paint if not removed,tar_and_adhesive_remover.jpg
Bug and Bitumen Remover,Car care and cosmetic products,gasoline;diesel;hybrid;electric,Bug residue etching into paint;poor aesthetics,bug_and_bitumen_remover.jpg
Glass Cleaner,Car care and cosmetic products,gasoline;diesel;hybrid;electric,Smeared windshield;poor visibility;unsafe driving,glass_cleaner.jpg
Microfiber Towels,Car care and cosmetic products,gasoline;diesel;hybrid;electric,Scratched paint from incorrect cloths;poor drying,microfiber_towels.jpg
Tire Shine / Tire Dressing,Car care and cosmetic products,gasoline;diesel;hybrid;electric,Dry cracked tires;poor appearance,tire_shine___tire_dressing.jpg
Interior Cleaner,Car care and cosmetic products,gasoline;diesel;hybrid;electric,Dirty interior surfaces;degraded plastics and fabrics,interior_cleaner.jpg
Leather Cleaner and Conditioner,Car care and cosmetic products,gasoline;diesel;hybrid;electric,Cracked or faded leather seats;poor appearance,leather_cleaner_and_conditioner.jpg
Dashboard Protectant,Car care and cosmetic products,gasoline;diesel;hybrid;electric,Faded UV-damaged dashboard;cracked plastics,dashboard_protectant.jpg
Engine Degreaser,Car care and cosmetic products,gasoline;diesel;hybrid;electric,Grease buildup masking leaks;difficult engine service,engine_degreaser.jpg
Wheel Cleaner,Car care and cosmetic products,gasoline;diesel;hybrid;electric,Brake dust buildup on rims;corroded wheels,wheel_cleaner.jpg
Windshield Water Repellent (Rain-X type),Car care and cosmetic products,gasoline;diesel;hybrid;electric,Poor visibility in rain without treatment,windshield_water_repellent_rain-x_type.jpg
Paintwork Touch-Up Pen / Kit,Car care and cosmetic products,gasoline;diesel;hybrid;electric,Rust forming at chip sites;spreading paint damage,paintwork_touch-up_pen___kit.jpg
Ceramic Coating,Car care and cosmetic products,gasoline;diesel;hybrid;electric,Unprotected paint from UV and contaminants,ceramic_coating.jpg
Paint Protection Film (PPF),Car care and cosmetic products,gasoline;diesel;hybrid;electric,Paint chips and scratches without film,paint_protection_film_ppf.jpg
Odor Eliminator / Air Freshener,Car care and cosmetic products,gasoline;diesel;hybrid;electric,Unpleasant odors in cabin;poor driving experience,odor_eliminator___air_freshener.jpg
Upholstery Cleaner,Car care and cosmetic products,gasoline;diesel;hybrid;electric,Stained seats;fabric degradation,upholstery_cleaner.jpg
Headlight Restoration Kit,Car care and cosmetic products,gasoline;diesel;hybrid;electric,Yellowed cloudy headlights;reduced light output;unsafe driving,headlight_restoration_kit.jpg
Headlight (halogen),Lighting,gasoline;diesel;hybrid;electric,No or reduced forward lighting;failed inspection;unsafe night driving,headlight_halogen.jpg
Headlight (LED),Lighting,gasoline;diesel;hybrid;electric,No or reduced lighting;MOT failure;unsafe driving,headlight_led.jpg
Headlight (HID/Xenon),Lighting,gasoline;diesel;hybrid;electric,No or reduced lighting;MOT failure;poor visibility,headlight_hid_xenon.jpg
Headlight (Adaptive / Matrix LED),Lighting,gasoline;diesel;hybrid;electric,No adaptive lighting;static beam only;warning light,headlight_adaptive___matrix_led.jpg
Daytime Running Light (DRL),Lighting,gasoline;diesel;hybrid;electric,DRL not illuminated;poor daytime visibility,daytime_running_light_drl.jpg
Tail Light / Rear Light Assembly,Lighting,gasoline;diesel;hybrid;electric,No rear lights;failed inspection;increased accident risk,tail_light___rear_light_assembly.jpg
Brake Light Bulb (rear),Lighting,gasoline;diesel;hybrid;electric,No brake light signal;rear collision risk,brake_light_bulb_rear.jpg
Third / High-Level Brake Light,Lighting,gasoline;diesel;hybrid;electric,Missing rear brake signal;collision risk,third___high-level_brake_light.jpg
Reverse Light / Backup Light,Lighting,gasoline;diesel;hybrid;electric,No reverse warning light;poor reverse visibility,reverse_light___backup_light.jpg
Turn Signal / Indicator (front),Lighting,gasoline;diesel;hybrid;electric,No direction indication;safety hazard;failed inspection,turn_signal___indicator_front.jpg
Turn Signal / Indicator (rear),Lighting,gasoline;diesel;hybrid;electric,No direction indication;safety hazard,turn_signal___indicator_rear.jpg
Side Marker Light,Lighting,gasoline;diesel;hybrid;electric,Poor vehicle visibility to other road users,side_marker_light.jpg
Fog Light (front),Lighting,gasoline;diesel;hybrid;electric,Poor visibility in fog;failed inspection if missing,fog_light_front.jpg
Fog Light (rear),Lighting,gasoline;diesel;hybrid;electric,Poor visibility in fog for following vehicles;failed inspection,fog_light_rear.jpg
License Plate Light,Lighting,gasoline;diesel;hybrid;electric,Plate not illuminated at night;failed inspection,license_plate_light.jpg
Interior Dome Light,Lighting,gasoline;diesel;hybrid;electric,Dark interior when door opens;poor cabin visibility,interior_dome_light.jpg
Map Reading Light,Lighting,gasoline;diesel;hybrid;electric,No reading light for passengers,map_reading_light.jpg
Footwell Light,Lighting,gasoline;diesel;hybrid;electric,Poor footwell visibility;aesthetic issue,footwell_light.jpg
Ambient Lighting (interior),Lighting,gasoline;diesel;hybrid;electric,No ambient interior lighting;cosmetic issue,ambient_lighting_interior.jpg
Headlight Control Module (AFS/AHL),Lighting,gasoline;diesel;hybrid;electric,Headlights not adjusting angle;poor lighting coverage,headlight_control_module_afs_ahl.jpg
Light Switch / Combination Switch,Lighting,gasoline;diesel;hybrid;electric,Lights not responding to controls;no headlight activation,light_switch___combination_switch.jpg
Headlight Ballast (HID),Lighting,gasoline;diesel;hybrid;electric,HID headlight not igniting;flickering headlight,headlight_ballast_hid.jpg
HID Igniter,Lighting,gasoline;diesel;hybrid;electric,HID light not starting;flickering,hid_igniter.jpg
LED Driver Module,Lighting,gasoline;diesel;hybrid;electric,LED lights not working;flickering LED cluster,led_driver_module.jpg
Performance Air Intake,Tuning,gasoline;diesel;hybrid,Reduced performance if intake fails;reduced airflow,performance_air_intake.jpg
Cold Air Intake,Tuning,gasoline;diesel;hybrid,Loss of performance boost;increased intake temps if damaged,cold_air_intake.jpg
Short Ram Intake,Tuning,gasoline;hybrid,Loss of performance gain;increased intake temps,short_ram_intake.jpg
Performance Exhaust System,Tuning,gasoline;diesel;hybrid,Increased noise beyond regulations;reduced performance if leaking,performance_exhaust_system.jpg
Cat-Back Exhaust,Tuning,gasoline;diesel;hybrid,Reduced performance increase;increased noise if leaking,cat-back_exhaust.jpg
Downpipe (performance),Tuning,gasoline;diesel;hybrid,Loss of turbo spool gains;exhaust leaks,downpipe_performance.jpg
High-Flow Catalytic Converter,Tuning,gasoline;hybrid,Loss of flow improvement;exhaust restriction,high-flow_catalytic_converter.jpg
Uprated Brake Pads,Tuning,gasoline;diesel;hybrid;electric,Reduced braking performance;fade under hard use,uprated_brake_pads.jpg
Uprated Brake Discs (drilled/slotted),Tuning,gasoline;diesel;hybrid;electric,Brake fade;vibration;reduced stopping power,uprated_brake_discs_drilled_slotted.jpg
Uprated Coilover Kit,Tuning,gasoline;diesel;hybrid;electric,Poor handling;ride height changes;spring failure,uprated_coilover_kit.jpg
Lowering Springs,Tuning,gasoline;diesel;hybrid;electric,Vehicle dropping further;harsh ride;coil failure,lowering_springs.jpg
Performance Camshaft,Tuning,gasoline;diesel;hybrid,Loss of power gains;rough idle;valve timing issues,performance_camshaft.jpg
Performance Engine Mounts (polyurethane),Tuning,gasoline;diesel;hybrid,Increased vibration in cabin; normal without mount,performance_engine_mounts_polyurethane.jpg
Performance Sway Bar / Uprated Anti-Roll Bar,Tuning,gasoline;diesel;hybrid;electric,Body roll not reduced;handling unchanged,performance_sway_bar___uprated_anti-roll_bar.jpg
Strut Brace / Chassis Brace,Tuning,gasoline;diesel;hybrid;electric,Loss of chassis stiffening benefit;rattling,strut_brace___chassis_brace.jpg
Uprated Clutch Kit,Tuning,gasoline;diesel;hybrid,Slipping under increased power;judder,uprated_clutch_kit.jpg
Performance Flywheel,Tuning,gasoline;diesel;hybrid,Increased inertia instead of reduced;vibration,performance_flywheel.jpg
Short Shifter,Tuning,gasoline;diesel;hybrid,Imprecise gear changes;difficulty selecting gears,short_shifter.jpg
Blow-Off Valve (aftermarket),Tuning,gasoline;hybrid,Compressor surge without valve;noise issues,blow-off_valve_aftermarket.jpg
Boost Controller,Tuning,gasoline;diesel;hybrid,Overboost/underboost;check engine light;turbo damage,boost_controller.jpg
ECU Remap / Tune (chip),Tuning,gasoline;diesel;hybrid,Reverted to stock tune;lost power gains;check engine light,ecu_remap___tune_chip.jpg
Performance Intercooler,Tuning,gasoline;diesel;hybrid,Intake charge not adequately cooled;power reduction,performance_intercooler.jpg
Oil Catch Can,Tuning,gasoline;diesel;hybrid,Oil vapors entering intake;dirty intake valves,oil_catch_can.jpg
Performance Radiator,Tuning,gasoline;diesel;hybrid;electric,Overheating under hard use if damaged,performance_radiator.jpg
Roll Cage,Tuning,gasoline;diesel;hybrid;electric,No protection in rollover;structural weakness,roll_cage.jpg
Limited Slip Differential (LSD) (tuning),Tuning,gasoline;diesel;hybrid,Wheelspin under power;poor traction out of corners,limited_slip_differential_lsd_tuning.jpg
Bolt (metric/imperial - various),Fasteners,gasoline;diesel;hybrid;electric,Component not secured;fastener failure;safety risk,bolt_metric_imperial_-_various.jpg
Nut (hex / flange / lock),Fasteners,gasoline;diesel;hybrid;electric,Fastener loosening;component detachment,nut_hex___flange___lock.jpg
Washer (flat / spring / lock),Fasteners,gasoline;diesel;hybrid;electric,Fastener loosening;component vibration,washer_flat___spring___lock.jpg
Screw (self-tapping / machine),Fasteners,gasoline;diesel;hybrid;electric,Trim or panel not secured;rattling,screw_self-tapping___machine.jpg
Stud (wheel / engine),Fasteners,gasoline;diesel;hybrid;electric,Wheel or component insecure;stud failure,stud_wheel___engine.jpg
Rivet (blind rivet / pop rivet),Fasteners,gasoline;diesel;hybrid;electric,Panel not secured;body panel rattling,rivet_blind_rivet___pop_rivet.jpg
Clip / Trim Clip / Push-Pin,Fasteners,gasoline;diesel;hybrid;electric,Trim panels loose or falling off;rattling,clip___trim_clip___push-pin.jpg
Circlip / Snap Ring (internal/external),Fasteners,gasoline;diesel;hybrid;electric,Component not retained;axle or bearing failure,circlip___snap_ring_internal_external.jpg
Cotter Pin / Split Pin,Fasteners,gasoline;diesel;hybrid;electric,Castellated nut loosening;component failure,cotter_pin___split_pin.jpg
Exhaust Stud,Fasteners,gasoline;diesel;hybrid,Exhaust leak;stud failure causes manifold separation,exhaust_stud.jpg
Wheel Stud,Fasteners,gasoline;diesel;hybrid;electric,Wheel insecure;wheel separation risk,wheel_stud.jpg
Subframe Bolt,Fasteners,gasoline;diesel;hybrid;electric,Subframe movement;poor handling;structural risk,subframe_bolt.jpg
Engine Bay Nut and Bolt Set,Fasteners,gasoline;diesel;hybrid;electric,Loose components;vibration;component detachment,engine_bay_nut_and_bolt_set.jpg
Thread Insert (Helicoil / TimeSert),Fasteners,gasoline;diesel;hybrid;electric,Stripped thread cannot hold fastener;component failure,thread_insert_helicoil___timesert.jpg
Cable Tie / Zip Tie,Fasteners,gasoline;diesel;hybrid;electric,Loose wiring/pipes;chafing damage,cable_tie___zip_tie.jpg
Hose Clamp (worm drive / spring),Fasteners,gasoline;diesel;hybrid;electric,Hose slipping off;fluid leak;air leak,hose_clamp_worm_drive___spring.jpg
High Voltage Battery Pack,Electrical,electric,drastic range loss;car won't turn on;turtle mode;cannot charge;high voltage system error,high_voltage_battery_pack.jpg
Electric Traction Motor,Engine,electric,whining noise on acceleration;loss of propulsion;car won't move;motor overheating error,electric_traction_motor.jpg
Power Inverter,Electrical,electric,car stops driving;ev system fault;whining noise from electric motor;loss of propulsion,power_inverter.jpg
On-Board Charger (OBC),Electrical,electric,won't charge on AC;charging stops unexpectedly;charging error message on dash;slow charging,on-board_charger_obc.jpg
DC-DC Converter,Electrical,electric,12V battery keeps dying;accessories not working;electrical system warning;car goes dead while driving,dc-dc_converter.jpg
Charging Port,Electrical,electric,charging cable won't lock;cannot initiate charge;burnt smell near charge port;charging error,charging_port.jpg
Battery Management System (BMS),Management,electric,incorrect range estimation;sudden drop in battery percentage;won't charge to 100%;high voltage error,battery_management_system_bms.jpg
High Voltage Cable Assembly,Connections and hoses,electric,high voltage isolation fault;car won't start;yellow turtle icon;burning smell,high_voltage_cable_assembly.jpg
PTC Cabin Heater,Heating,electric,no heat in cabin;defroster blowing cold air;high energy consumption;heater fault code,ptc_cabin_heater.jpg
Thermal Management Water Pump,Engine cooling system,electric,battery overheating;reduced charging speed;whining noise while charging;cooling system fault,thermal_management_water_pump.jpg
Electric AC Compressor,Air conditioning system,electric,no cold air;loud buzzing noise when AC is on;battery overheating;climate control error,electric_ac_compressor.jpg
Reduction Gearbox,Gearbox,electric,clunking noise when accelerating;grinding noise from drivetrain;fluid leak;jerking when lifting off accelerator,reduction_gearbox.jpg
Regenerative Braking Sensor,Sensors relays control units,electric,regen braking not working;brake pedal feels abnormal;increased brake wear;abs/regen warning light,regenerative_braking_sensor.jpg
Acoustic Vehicle Alerting System (AVAS),Electrical,electric,no sound when driving at low speeds;speaker crackling;pedestrian warning system error,acoustic_vehicle_alerting_system_avas.jpg
Battery Coolant Chiller,Engine cooling system,electric,battery temperature too high;slow fast-charging speeds;AC not cooling cabin;coolant leak under car,battery_coolant_chiller.jpg
Resolver Sensor,Sensors relays control units,electric,motor shuddering;car won't move;harsh engagement;drivetrain malfunction error,resolver_sensor.jpg
High Voltage Main Contactor,Sensors relays control units,electric,clunking sound missing when starting;car refuses to turn on;high voltage isolation error;contactors welded,error.jpg
EV Specific Tires (Low Rolling Resistance),Tires rims and accessories,electric,decreased driving range;excessive road noise;uneven tread wear;loss of traction on wet roads,ev_specific_tires_low_rolling_resistance.jpg
Glow Plugs,Ignition system and glow plugs,diesel,hard starting in cold;white smoke on startup;engine misfire when cold;rough idle on startup,glow_plugs.jpg
Glow Plug Control Module,Sensors relays control units,diesel,hard starting in cold weather;multiple glow plug codes;white smoke on start;glow plug light flashing,glow_plug_control_module.jpg
Diesel Particulate Filter (DPF),Exhaust system,diesel,loss of power;black smoke;limp mode;frequent regeneration;exhaust smells bad;poor acceleration,diesel_particulate_filter_dpf.jpg
High-Pressure Fuel Pump (HPFP),Fuel system,diesel,crank but no start;engine stalling;loss of power under load;metal shavings in fuel filter;whining noise from engine,high-pressure_fuel_pump_hpfp.jpg
Common Rail Fuel Injectors,Fuel system,diesel,black smoke;knocking noise from engine;rough idle;poor fuel economy;misfire;fuel smell,common_rail_fuel_injectors.jpg
Turbocharger (VGT),Forced induction components,diesel,whistling noise;loss of power;blue smoke from exhaust;limp mode;check engine light;oil consumption,turbocharger_vgt.jpg
EGR Valve (Exhaust Gas Recirculation),Exhaust gas recirculation,diesel,rough idle;stalling;black smoke;knocking sound;poor acceleration;engine hesitation,egr_valve_exhaust_gas_recirculation.jpg
EGR Cooler,Exhaust gas recirculation,diesel,coolant loss without visible leak;white smoke from exhaust;overheating;sweet smell from exhaust,egr_cooler.jpg
Diesel Oxidation Catalyst (DOC),Exhaust system,diesel,rotten egg smell;loss of power;excessive smoke;DPF clogging quickly,diesel_oxidation_catalyst_doc.jpg
Fuel Water Separator / Diesel Filter,Filters,diesel,water in fuel warning;poor acceleration;engine hesitation;hard starting;fuel system contamination,fuel_water_separator___diesel_filter.jpg
AdBlue/DEF Injector,Exhaust system,diesel,countdown to no start;exhaust fluid warning;white smoke;emissions error;crystallized fluid on exhaust,adblue_def_injector.jpg
AdBlue/DEF Pump,Exhaust system,diesel,adblue system fault;limp mode;car refuses to start;def warning light;check engine light,adblue_def_pump.jpg
NOx Sensor,Sensors relays control units,diesel,check engine light;poor fuel economy;rough idle;emissions test failure;adblue warning,nox_sensor.jpg
Diesel Fuel Rail Pressure Sensor,Sensors relays control units,diesel,hard starting;engine stalling;hesitation;limp mode;sudden loss of power,diesel_fuel_rail_pressure_sensor.jpg
Dual Mass Flywheel (DMF),Clutch / parts,diesel,rattling noise at idle;vibration in clutch pedal;clunking when turning off engine;harsh shifting,dual_mass_flywheel_dmf.jpg
Spark Plugs,Ignition system and glow plugs,gasoline,rough idle;engine misfire;poor fuel economy;car jerks;hard to start;loss of power,spark_plugs.jpg
Ignition Coil,Ignition system and glow plugs,gasoline,engine stalling;misfire;sputtering;car won't start;loss of power,ignition_coil.jpg
Spark Plug Wires (Ignition Cables),Ignition system and glow plugs,gasoline,engine misfire;rough idle;radio interference;visible electrical arcing;loss of power,spark_plug_wires_ignition_cables.jpg
Distributor Cap and Rotor,Ignition system and glow plugs,gasoline,car won't start;engine misfire;unexplained shaking;squealing noise;cranks but no start,distributor_cap_and_rotor.jpg
Throttle Body,Engine,gasoline,rough idle;engine stalling;poor acceleration;check engine light;high idle RPM,throttle_body.jpg
Idle Air Control (IAC) Valve,Sensors relays control units,gasoline,engine stalls when idling;fluctuating idle speed;rough idle;car stalling when stopping at red light,idle_air_control_iac_valve.jpg
Gasoline Fuel Injectors,Fuel system,gasoline,engine misfire;rough idle;poor fuel economy;fuel smell;hesitation on acceleration,gasoline_fuel_injectors.jpg
Fuel Pump (In-Tank),Fuel system,gasoline,car cranks but won't start;whining noise from fuel tank;loss of power at high speeds;engine sputtering,fuel_pump_in-tank.jpg
Fuel Pressure Regulator,Fuel system,gasoline,black smoke from exhaust;engine misfire;fuel in vacuum hose;engine stalling;spark plugs covered in black soot,fuel_pressure_regulator.jpg
EVAP Purge Valve,Fuel system,gasoline,check engine light;rough idle;difficulty starting after fueling;fuel smell around car,evap_purge_valve.jpg
EVAP Charcoal Canister,Fuel system,gasoline,smell of raw gas;cannot fill gas tank fully;check engine light;poor fuel economy,evap_charcoal_canister.jpg
Knock Sensor,Sensors relays control units,gasoline,pinging noise from engine;knocking sound when accelerating;loss of power;poor acceleration,knock_sensor.jpg
Oxygen Sensor (O2 Sensor),Sensors relays control units,gasoline,check engine light;poor fuel economy;rough idle;black smoke from exhaust;emissions test failure,oxygen_sensor_o2_sensor.jpg
Catalytic Converter (3-Way),Exhaust system,gasoline,exhaust smells like sulfur;rotten egg smell;loss of power;excessive heat from floor;rattling noise underneath,catalytic_converter_3-way.jpg
PCV Valve (Positive Crankcase Ventilation),Engine,gasoline,oil leaks;high oil consumption;rough idle;sludge in engine;misfire,pcv_valve_positive_crankcase_ventilation.jpg
Camshaft Position Sensor,Sensors relays control units,gasoline,engine stalling;car won't start;jerking;poor engine performance;check engine light,camshaft_position_sensor.jpg
Crankshaft Position Sensor,Sensors relays control units,gasoline,engine cranks but won't start;intermittent stalling;engine vibrations;misfire on all cylinders,crankshaft_position_sensor.jpg
High Voltage Hybrid Battery,Electrical,hybrid,reduced fuel economy;engine runs constantly;red triangle of death;battery charge drops rapidly;hybrid system warning,high_voltage_hybrid_battery.jpg
Motor Generator Unit (MGU),Engine,hybrid,whining noise when accelerating;car refuses to move in EV mode;hybrid system failure;jerking when transitioning to gas,motor_generator_unit_mgu.jpg
Power Split Device (e-CVT),Gearbox,hybrid,clunking noise when engine starts;transmission slipping;harsh engagement;grinding noise from transaxle,power_split_device_e-cvt.jpg
Integrated Starter Generator (ISG),Electrical,hybrid,auto start-stop not working;engine hesitates to restart;48V system error;battery not charging,integrated_starter_generator_isg.jpg
Hybrid Vehicle Control Unit (HPCM),Management,hybrid,check hybrid system warning;car won't go into ready mode;loss of propulsion;multiple dashboard warning lights,hybrid_vehicle_control_unit_hpcm.jpg
Hybrid Battery Cooling Fan,Engine cooling system,hybrid,hybrid battery overheating;loud fan noise from rear seat;reduced hybrid performance;battery temperature warning,hybrid_battery_cooling_fan.jpg
High Voltage Inverter,Electrical,hybrid,car dies suddenly;burnt smell from hood;hybrid system fault;car won't start;whining noise from engine bay,high_voltage_inverter.jpg
Regenerative Braking Actuator,Braking system,hybrid,spongy brake pedal;abs light on;warning buzzer sounds;regen braking disabled;grabby brakes,regenerative_braking_actuator.jpg
DC-DC Converter,Electrical,hybrid,12V battery dies repeatedly;loss of interior electronics;car goes dead while driving;converter overtemp warning,dc-dc_converter.jpg
Hybrid System Water Pump,Engine cooling system,hybrid,inverter overheating;check hybrid system light;high coolant temperature;pump making loud humming noise,hybrid_system_water_pump.jpg
Service Disconnect Plug,Electrical,hybrid,hybrid system won't power on after service;high voltage isolation fault;car completely dead,service_disconnect_plug.jpg
Pedestrian Warning Speaker (AVAS),Electrical,hybrid,no artificial sound in EV mode;speaker crackling;pedestrian warning system error,pedestrian_warning_speaker_avas.jpg
